web_scraper_order,web_scraper_start_url,containers_links,number_of_rooms,number_of_bathrooms,surface area,address
"1765222102-1381","https://sn.coinafrique.com/categorie/appartements?page=50","https://sn.coinafrique.com/annonce/appartements/location-appartement-4pieces-ngor-4866611","4","2","12","Ngor, Dakar, Sénégal"
"1765222104-1382","https://sn.coinafrique.com/categorie/appartements?page=50","https://sn.coinafrique.com/annonce/appartements/location-appartement-3pieces-mermoz-sacre-coeur-4866600","3","3","12","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765222106-1383","https://sn.coinafrique.com/categorie/appartements?page=50","https://sn.coinafrique.com/annonce/appartements/location-appartement-f4-haut-standing-medina-4865495","4","3","","Medina, Dakar, Sénégal"
"1765222109-1384","https://sn.coinafrique.com/categorie/appartements?page=50","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-mermoz-4866241","3","","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765222111-1385","https://sn.coinafrique.com/categorie/appartements?page=50","https://sn.coinafrique.com/annonce/appartements/location-appartement-f4-a-la-cite-keur-gorgui-4866252","4","3","","Dakar, Sénégal"
"1765222114-1386","https://sn.coinafrique.com/categorie/appartements?page=50","https://sn.coinafrique.com/annonce/appartements/location-appartement-f3-haut-standing-a-la-cite-keur-gorgui-4866287","3","2","","Dakar, Sénégal"
"1765222116-1387","https://sn.coinafrique.com/categorie/appartements?page=50","https://sn.coinafrique.com/annonce/appartements/location-appartement-f3-a-keur-massar-4866265","3","2","","Dakar, Sénégal"
"1765222119-1388","https://sn.coinafrique.com/categorie/appartements?page=50","https://sn.coinafrique.com/annonce/appartements/location-appartement-f5-haut-standing-a-la-cite-keur-gorgui-4866296","5","3","","Dakar, Sénégal"
"1765222121-1389","https://sn.coinafrique.com/categorie/appartements?page=50","https://sn.coinafrique.com/annonce/appartements/vente-appartement-2pieces-almadies-4869970","2","1","77","Almadies, Dakar, Sénégal"
"1765222124-1390","https://sn.coinafrique.com/categorie/appartements?page=50","https://sn.coinafrique.com/annonce/appartements/location-studio-2-pieces-separe-dakar-plateau-4867460","2","2","","Dakar Plateau, Dakar, Sénégal"
"1765222126-1391","https://sn.coinafrique.com/categorie/appartements?page=50","https://sn.coinafrique.com/annonce/appartements/location-appartement-f5-centre-ville-4867493","6","","","Dakar Plateau, Dakar, Sénégal"
"1765222128-1392","https://sn.coinafrique.com/categorie/appartements?page=50","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-point-e-4867789","4","","","Point E, Dakar, Sénégal"
"1765222131-1393","https://sn.coinafrique.com/categorie/appartements?page=50","https://sn.coinafrique.com/annonce/appartements/location-appartement-4pieces-mermoz-4868622","4","4","400 m2","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765222133-1394","https://sn.coinafrique.com/categorie/appartements?page=50","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-yoff-4872973","5","","","Yoff, Dakar, Sénégal"
"1765222136-1395","https://sn.coinafrique.com/categorie/appartements?page=50","https://sn.coinafrique.com/annonce/appartements/location-studio-2-pieces-almadies-4873021","2","","","Almadies, Dakar, Sénégal"
"1765222138-1396","https://sn.coinafrique.com/categorie/appartements?page=50","https://sn.coinafrique.com/annonce/appartements/location-appartement-duplex-3pieces-almadies-4880621","3","2","","Almadies, Dakar, Sénégal"
"1765222141-1397","https://sn.coinafrique.com/categorie/appartements?page=50","https://sn.coinafrique.com/annonce/appartements/location-appartement-haut-standing-dernier-etage-4882602","5","4","200 m2","Dakar, Sénégal"
"1765222143-1398","https://sn.coinafrique.com/categorie/appartements?page=50","https://sn.coinafrique.com/annonce/appartements/location-appartement-3pieces-mamelles-4882750","3","1","95","Mamelles, Dakar, Sénégal"
"1765222146-1399","https://sn.coinafrique.com/categorie/appartements?page=50","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-dakar-plateau-4881319","4","4","","Dakar Plateau, Dakar, Sénégal"
"1765222151-1400","https://sn.coinafrique.com/categorie/appartements?page=49","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-mermoz-4882637","3","","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765222153-1401","https://sn.coinafrique.com/categorie/appartements?page=49","https://sn.coinafrique.com/annonce/appartements/location-appartement-f4-sicap-foire-4882691","4","3","","Sicap foire, Dakar, Sénégal"
"1765222156-1402","https://sn.coinafrique.com/categorie/appartements?page=49","https://sn.coinafrique.com/annonce/appartements/location-appartement-4pieces-mermoz-4882700","4","","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765222158-1403","https://sn.coinafrique.com/categorie/appartements?page=49","https://sn.coinafrique.com/annonce/appartements/location-appartement-4pieces-cite-biagui-4886577","4","4","133","Yoff, Dakar, Sénégal"
"1765222161-1404","https://sn.coinafrique.com/categorie/appartements?page=49","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-dakar-plateau-4883318","4","4","190","Dakar Plateau, Dakar, Sénégal"
"1765222163-1405","https://sn.coinafrique.com/categorie/appartements?page=49","https://sn.coinafrique.com/annonce/appartements/location-appartement-4pieces-point-e-4884977","4","3","150 m2","Point E, Dakar, Sénégal"
"1765222165-1406","https://sn.coinafrique.com/categorie/appartements?page=49","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-almadies-4885085","3","3","120 m2","Almadies, Dakar, Sénégal"
"1765222168-1407","https://sn.coinafrique.com/categorie/appartements?page=49","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-virage-4885946","4","","","Ngor, Dakar, Sénégal"
"1765222170-1408","https://sn.coinafrique.com/categorie/appartements?page=49","https://sn.coinafrique.com/annonce/appartements/location-appartement-8-pieces-mermoz-sacre-coeur-4887054","8","3","160","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765222173-1409","https://sn.coinafrique.com/categorie/appartements?page=49","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-mermoz-sacre-coeur-4887066","5","3","160","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765222175-1410","https://sn.coinafrique.com/categorie/appartements?page=49","https://sn.coinafrique.com/annonce/appartements/location-studio-a-liberte-01-4892038","2","1","70 m2","Sicap Liberté, Dakar, Sénégal"
"1765222177-1411","https://sn.coinafrique.com/categorie/appartements?page=49","https://sn.coinafrique.com/annonce/appartements/location-appartement-3pieces-mamelle-4892973","3","3","125 m2","Mamelles, Dakar, Sénégal"
"1765222180-1412","https://sn.coinafrique.com/categorie/appartements?page=49","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-sacre-coeur-vdn-4900175","4","3","134","Sacré-Coeur, Dakar, Sénégal"
"1765222182-1413","https://sn.coinafrique.com/categorie/appartements?page=49","https://sn.coinafrique.com/annonce/appartements/studio-mermoz-4898998","","","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765222185-1414","https://sn.coinafrique.com/categorie/appartements?page=49","https://sn.coinafrique.com/annonce/appartements/location-appartement-3pieces-reubeuss-4897969","3","3","","Dakar Plateau, Dakar, Sénégal"
"1765222188-1415","https://sn.coinafrique.com/categorie/appartements?page=49","https://sn.coinafrique.com/annonce/appartements/location-mini-studio-liberte-6-extension-4903676","1","1","","Dakar, Sénégal"
"1765222190-1416","https://sn.coinafrique.com/categorie/appartements?page=49","https://sn.coinafrique.com/annonce/appartements/location-mini-studio-liberte-6-extension-4903688","1","1","","Dakar, Sénégal"
"1765222193-1417","https://sn.coinafrique.com/categorie/appartements?page=49","https://sn.coinafrique.com/annonce/appartements/location-appartement-02-pieces-almadies-4906816","2","2","89","Almadies, Dakar, Sénégal"
"1765222195-1418","https://sn.coinafrique.com/categorie/appartements?page=49","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-senegal-4913303","4","3","170 m2","Ouakam, Dakar, Sénégal"
"1765222198-1419","https://sn.coinafrique.com/categorie/appartements?page=49","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-cite-biagui-4913712","4","4","132","Yoff, Dakar, Sénégal"
"1765222205-1420","https://sn.coinafrique.com/categorie/appartements?page=48","https://sn.coinafrique.com/annonce/appartements/location-penthouse-fann-residence-4915333","5","4","600","Fann, Dakar, Sénégal"
"1765222207-1421","https://sn.coinafrique.com/categorie/appartements?page=48","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-sipres-mermoz-4911732","3","","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765222210-1422","https://sn.coinafrique.com/categorie/appartements?page=48","https://sn.coinafrique.com/annonce/appartements/location-appartement-f5-ngor-almadies-4911827","4","","","Ngor, Dakar, Sénégal"
"1765222212-1423","https://sn.coinafrique.com/categorie/appartements?page=48","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-sicap-liberte-6-4911674","4","4","127","Sicap Liberté, Dakar, Sénégal"
"1765222215-1424","https://sn.coinafrique.com/categorie/appartements?page=48","https://sn.coinafrique.com/annonce/appartements/location-appartement-3pieces-mermoz-4915855","3","3","12 m2","Ouakam, Dakar, Sénégal"
"1765222217-1425","https://sn.coinafrique.com/categorie/appartements?page=48","https://sn.coinafrique.com/annonce/appartements/vente-appartement-4pieces-sicaps-4915865","4","4","138 m2","Ouakam, Dakar, Sénégal"
"1765222220-1426","https://sn.coinafrique.com/categorie/appartements?page=48","https://sn.coinafrique.com/annonce/appartements/location-appartement-4pieces-almadie-4915930","4","4","12 m2","Ouakam, Dakar, Sénégal"
"1765222222-1427","https://sn.coinafrique.com/categorie/appartements?page=48","https://sn.coinafrique.com/annonce/appartements/vente-appartement-4-pieces-almadies-4915705","4","3","180","Almadies, Dakar, Sénégal"
"1765222225-1428","https://sn.coinafrique.com/categorie/appartements?page=48","https://sn.coinafrique.com/annonce/appartements/location-studio-batrain-4915714","2","1","80","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765222227-1429","https://sn.coinafrique.com/categorie/appartements?page=48","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-sicap-liberte-6-cpi06-4913478","4","3","140","Sicap Liberté, Dakar, Sénégal"
"1765222230-1430","https://sn.coinafrique.com/categorie/appartements?page=48","https://sn.coinafrique.com/annonce/appartements/vente-appartement-3pieces-liberte-06-extension-4917139","3","2","140","Sicap Liberté, Dakar, Sénégal"
"1765222232-1431","https://sn.coinafrique.com/categorie/appartements?page=48","https://sn.coinafrique.com/annonce/appartements/location-appartement-meuble-4-pieces-yoff-onomo-4917576","4","3","136","Yoff, Dakar, Sénégal"
"1765222235-1432","https://sn.coinafrique.com/categorie/appartements?page=48","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-au-plateau-4918548","4","4","12 m2","Ouakam, Dakar, Sénégal"
"1765222237-1433","https://sn.coinafrique.com/categorie/appartements?page=48","https://sn.coinafrique.com/annonce/appartements/location-appartement-f5-sacre-coeur-3-4915539","5","","","Sacré-Coeur, Dakar, Sénégal"
"1765222240-1434","https://sn.coinafrique.com/categorie/appartements?page=48","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-yoff-virage-4915577","4","","","Yoff, Dakar, Sénégal"
"1765222242-1435","https://sn.coinafrique.com/categorie/appartements?page=48","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-liberte-6-4921138","4","3","12 m2","Ouakam, Dakar, Sénégal"
"1765222245-1436","https://sn.coinafrique.com/categorie/appartements?page=48","https://sn.coinafrique.com/annonce/appartements/location-appartement-2-pieces-almadies-4918332","2","2","75","Almadies, Dakar, Sénégal"
"1765222247-1437","https://sn.coinafrique.com/categorie/appartements?page=48","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-cite-biagui-4922490","4","3","134","Yoff, Dakar, Sénégal"
"1765222250-1438","https://sn.coinafrique.com/categorie/appartements?page=48","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-mermoz-4919067","3","2","","Dakar, Sénégal"
"1765222252-1439","https://sn.coinafrique.com/categorie/appartements?page=48","https://sn.coinafrique.com/annonce/appartements/location-appartement-f5-a-fann-4925384","5","4","173","Fann, Dakar, Sénégal"
"1765222254-1440","https://sn.coinafrique.com/categorie/appartements?page=48","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-dakar-4925960","3","3","12 m2","Dakar, Sénégal"
"1765222257-1441","https://sn.coinafrique.com/categorie/appartements?page=48","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-cite-hann-marinas-4923359","4","3","","Dakar, Sénégal"
"1765222262-1442","https://sn.coinafrique.com/categorie/appartements?page=47","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-cite-mbackiou-faye-4924803","4","","","Mamelles, Dakar, Sénégal"
"1765222265-1443","https://sn.coinafrique.com/categorie/appartements?page=47","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-mamelles-4924791","3","","","Mamelles, Dakar, Sénégal"
"1765222267-1444","https://sn.coinafrique.com/categorie/appartements?page=47","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-almadies-4924885","4","260","","Almadies, Dakar, Sénégal"
"1765222270-1445","https://sn.coinafrique.com/categorie/appartements?page=47","https://sn.coinafrique.com/annonce/appartements/location-appartement-f5-a-fann-mermoz-4929336","5","5","","Fann, Dakar, Sénégal"
"1765222279-1446","https://sn.coinafrique.com/categorie/appartements?page=47","https://sn.coinafrique.com/annonce/appartements/location-appartement-08-pieces-mermoz-sacre-coeur-4924141","8","6","300","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765222282-1447","https://sn.coinafrique.com/categorie/appartements?page=47","https://sn.coinafrique.com/annonce/appartements/location-appartement-f4-haut-standing-a-dakar-plateau-4925389","4","4","","Dakar Plateau, Dakar, Sénégal"
"1765222284-1448","https://sn.coinafrique.com/categorie/appartements?page=47","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-amitie-3-4925544","4","","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765222287-1449","https://sn.coinafrique.com/categorie/appartements?page=47","https://sn.coinafrique.com/annonce/appartements/location-appartement-4pieces-mermoz-4931855","4","3","12 m2","Dakar, Sénégal"
